bgttest,begroeidterreindeel
feature-id,action,version,tiles,valid-from,valid-to,old-version,old-tiles,old-valid-from,old-valid-to,feature
G0858.f5a52f6f787f44c882cd242d469cbe57,new,60cd5d0a-608f-11e6-9767-45ed64602212,25120,2014-08-10T12:54:36.664,,,,"[""~#'"",null]"
